Number of tests,08/26/2020,"1,255"
Number of tests,08/27/2020,"1,689"
Number of tests,08/28/2020,"1,646"
Number of tests,08/29/2020,850
Number of tests,08/30/2020,28
Number of tests,08/31/2020,"1,484"
Number of tests,09/01/2020,"1,213"
Number of student tests,08/26/2020,"1,183"
Number of student tests,08/27/2020,"1,614"
Number of student tests,08/28/2020,"1,623"
Number of student tests,08/29/2020,846
Number of student tests,08/30/2020,28
Number of student tests,08/31/2020,"1,433"
Number of student tests,09/01/2020,"1,125"
Number of employee tests,08/26/2020,72
Number of employee tests,08/27/2020,75
Number of employee tests,08/28/2020,23
Number of employee tests,08/29/2020,4
Number of employee tests,08/30/2020,
Number of employee tests,08/31/2020,51
Number of employee tests,09/01/2020,88
"New Confirmed Positive, Total",08/26/2020,0
"New Confirmed Positive, Total",08/27/2020,1
"New Confirmed Positive, Total",08/28/2020,9
"New Confirmed Positive, Total",08/29/2020,2
"New Confirmed Positive, Total",08/30/2020,1
"New Confirmed Positive, Total",08/31/2020,5
"New Confirmed Positive, Total",09/01/2020,7
Number of tests,Total,"8,165"
Number of student tests,Total,"7,852"
Number of employee tests,Total,313
"New Confirmed Positive, Total",Total,25
